hhnum,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15
107444,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1
107455,1,2,1,1,1,5,2,2,2,2,2,4,1,1,1
107462,1,1,1,2,4,1,1,1,1,1,1,2,4,3,3
107463,1,2,3,2,1,2,2,2,2,2,2,2,1,1,1
107478,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1
107488,,,,,,,,,,,,,,,
107520,1,1,1,1,1,2,2,2,2,2,2,4,1,1,1
107522,1,2,1,1,3,3,7,7,7,7,7,3,1,1,2
107524,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1
107543,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1
107546,1,1,1,1,1,4,5,5,5,5,5,2,4,2,1
107555,1,1,1,2,2,1,3,3,3,3,3,1,1,1,1
107557,1,1,1,1,1,5,2,2,2,2,2,1,1,1,1
107561,1,1,3,1,1,5,2,2,2,2,2,1,1,4,4
107568,1,1,3,1,2,2,2,2,2,2,2,3,1,1,2
107573,1,1,1,2,1,4,1,1,1,1,1,2,2,1,3
107586,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
107589,1,1,2,2,1,1,1,1,1,1,1,4,2,1,1
107603,1,1,1,2,3,1,4,4,4,4,4,5,4,1,1
107604,1,1,1,1,3,3,1,1,1,1,1,2,1,2,1
107613,1,2,1,1,1,1,2,2,2,2,2,2,2,3,3
107619,1,1,1,2,4,1,1,1,1,1,1,2,2,1,1
107621,,,,,,,,,,,,,,,
107627,1,2,1,1,1,4,7,7,7,7,7,1,3,4,5
107632,1,2,1,1,1,6,2,2,2,2,2,1,2,3,4
107638,1,1,3,1,1,1,4,4,4,4,4,1,2,1,1
107641,1,2,1,2,1,1,2,2,2,2,2,3,1,1,1
107647,1,1,1,1,4,3,5,5,5,5,5,1,1,1,4
107653,1,1,1,1,1,3,6,6,6,6,6,3,1,1,2
107656,1,2,2,2,3,5,2,2,2,2,2,7,1,1,1
107661,1,1,1,4,1,2,2,2,2,2,2,5,2,2,1
107662,1,2,1,1,2,3,4,4,4,4,4,2,4,2,3
107666,1,1,3,1,1,1,1,1,1,1,1,2,1,4,4
107671,1,1,2,1,1,2,3,3,3,3,3,1,1,4,1
107678,1,2,1,2,1,1,2,2,2,2,2,2,5,2,1
107681,1,1,1,2,2,1,3,3,3,3,3,1,1,3,5
107693,1,2,1,2,1,1,3,3,3,3,3,2,1,1,1
107698,1,1,1,1,1,3,6,6,6,6,6,5,3,6,3
107699,1,1,1,1,1,2,5,5,5,5,5,6,5,1,4
107710,1,2,1,2,2,2,3,3,3,3,3,1,4,2,1
107712,1,2,1,1,1,1,2,2,2,2,2,12,4,2,1
107713,1,1,1,1,2,3,5,5,5,5,5,2,1,1,1
107730,1,1,2,2,1,1,2,2,2,2,2,3,2,3,3
107735,1,2,1,2,1,2,3,3,3,3,3,11,9,7,8
107737,1,1,2,1,1,4,3,3,3,3,3,4,3,1,3
107749,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2
107754,1,1,2,2,1,3,3,3,3,3,3,1,1,1,1
107770,1,2,1,1,2,4,1,1,1,1,1,4,1,2,1
107783,1,1,1,2,2,1,1,1,1,1,1,2,4,6,3
107785,1,1,1,2,2,5,5,5,5,5,5,4,4,2,1
107789,1,1,1,1,2,5,2,2,2,2,2,5,1,1,1
107793,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
107794,1,1,2,1,3,2,1,1,1,1,1,2,1,1,1
107795,1,2,1,1,1,1,1,1,1,1,1,5,4,2,1
107799,,,,,,,,,,,,,,,
107802,1,1,1,1,1,1,4,4,4,4,4,8,1,4,1
107810,1,2,1,1,1,3,2,2,2,2,2,3,1,1,1
107815,1,1,1,1,3,3,2,2,2,2,2,4,1,1,1
107819,1,1,3,1,2,2,2,2,2,2,2,4,5,5,11
107826,1,2,3,2,2,2,5,5,5,5,5,3,1,1,1
107828,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
107829,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1
107836,1,2,1,2,1,2,4,4,4,4,4,7,13,13,4
107851,1,1,1,1,1,5,7,7,7,7,7,1,12,10,13
107866,1,1,2,2,4,2,2,2,2,2,2,3,3,1,1
107885,,,,,,,,,,,,,,,
107888,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1
107892,1,2,2,1,3,3,1,1,1,1,1,2,1,1,1
107909,1,1,3,2,3,2,1,1,1,1,1,1,9,1,1
107923,,,,,,,,,,,,,,,
107925,1,1,1,2,1,5,1,1,1,1,1,5,1,1,1
107933,1,2,1,1,2,3,5,5,5,5,5,8,6,4,2
107937,1,2,1,3,1,3,4,4,4,4,4,1,3,4,9
107939,,,,,,,,,,,,,,,
107946,1,1,2,1,4,1,1,1,1,1,1,3,1,1,1
107957,1,2,1,1,1,1,3,3,3,3,3,1,1,1,1
107966,1,1,1,1,2,4,3,3,3,3,3,6,2,3,5
107974,1,1,1,2,2,2,1,1,1,1,1,3,1,1,1
107977,1,1,3,2,1,2,2,2,2,2,2,2,1,1,1
107984,1,2,2,2,1,6,2,2,2,2,2,6,3,1,1
107986,1,1,1,2,3,1,4,4,4,4,4,5,1,4,2
107996,,,,,,,,,,,,,,,
108007,1,1,1,1,1,1,1,1,1,1,1,5,1,6,3
108009,1,1,3,2,1,2,3,3,3,3,3,2,1,9,4
108023,1,2,1,2,1,3,2,2,2,2,2,6,5,1,2
108034,,,,,,,,,,,,,,,
108035,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1
108041,1,1,1,1,2,2,3,3,3,3,3,7,9,12,8
108045,1,1,1,2,2,3,2,2,2,2,2,1,1,1,1
108047,1,1,1,2,1,1,3,3,3,3,3,2,1,1,1
108052,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1
108059,1,2,2,1,2,4,2,2,2,2,2,4,1,1,2
108087,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1
108091,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3
108103,1,1,1,1,1,2,4,4,4,4,4,1,3,4,7
108106,1,1,2,1,1,1,1,1,1,1,1,5,2,1,3
108115,1,2,2,1,2,4,4,4,4,4,4,9,1,1,1
108120,1,1,1,1,3,1,1,1,1,1,1,5,2,2,3
108123,1,2,1,1,1,2,2,2,2,2,2,3,1,1,1
108138,1,1,2,1,1,5,2,2,2,2,2,1,1,1,1
108142,1,2,1,2,4,2,1,1,1,1,1,3,2,3,3
108150,1,2,1,2,3,1,1,1,1,1,1,3,1,1,1
108154,1,1,1,1,2,5,2,2,2,2,2,5,3,1,4
108165,1,2,2,1,1,2,2,2,2,2,2,1,1,4,2
108172,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1
108176,1,1,2,1,1,3,6,6,6,6,6,1,1,1,2
108195,1,1,2,1,1,2,1,1,1,1,1,1,2,3,2
108212,1,1,1,1,3,1,2,2,2,2,2,3,1,2,1
108213,1,2,2,1,2,3,2,2,2,2,2,6,1,4,4
108221,,,,,,,,,,,,,,,
108228,1,2,1,2,1,3,1,1,1,1,1,1,4,3,3
108235,1,1,1,1,1,1,1,1,1,1,1,3,1,3,5
108236,1,1,1,2,1,3,2,2,2,2,2,3,1,1,2
108239,1,1,1,2,4,2,4,4,4,4,4,9,6,4,7
108244,1,1,2,1,1,3,1,1,1,1,1,6,1,1,1
108266,1,1,1,2,1,1,4,4,4,4,4,2,1,1,1
108282,,,,,,,,,,,,,,,
108283,1,1,2,2,3,1,1,1,1,1,1,2,4,9,3
108294,1,2,2,1,2,3,1,1,1,1,1,5,1,1,1
108300,1,2,2,1,3,1,3,3,3,3,3,6,1,1,1
108302,1,2,1,1,1,5,1,1,1,1,1,2,1,1,1
108309,,,,,,,,,,,,,,,
108316,1,1,2,2,2,3,2,2,2,2,2,3,3,1,1
108320,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
108327,,,,,,,,,,,,,,,
108329,1,1,1,1,1,2,4,4,4,4,4,1,6,4,9
108331,1,1,1,1,2,4,2,2,2,2,2,1,5,5,4
108341,1,1,1,2,1,1,2,2,2,2,2,2,2,3,3
108353,1,1,1,1,3,5,2,2,2,2,2,6,3,1,4
108377,1,1,1,2,1,2,3,3,3,3,3,1,2,2,2
108383,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1
108395,1,1,1,2,3,3,4,4,4,4,4,1,1,1,2
108417,1,1,1,1,1,2,3,3,3,3,3,1,6,4,9
108424,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1
108426,1,1,1,2,3,2,1,1,1,1,1,5,4,2,6
108432,1,1,3,1,3,1,1,1,1,1,1,3,1,1,1
108438,1,1,1,1,1,1,1,1,1,1,1,2,5,5,3
108446,1,1,1,1,2,1,2,2,2,2,2,5,1,1,1
108473,1,1,1,1,1,2,7,7,7,7,7,7,3,4,7
108497,1,1,2,4,2,5,1,1,1,1,1,3,1,1,1
108502,1,2,2,2,3,4,1,1,1,1,1,5,1,1,3
108503,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1
108504,1,1,1,1,1,3,5,5,5,5,5,10,3,4,2
108510,1,2,1,2,2,5,1,1,1,1,1,6,1,2,1
108519,1,2,1,2,1,2,1,1,1,1,1,6,6,1,2
108540,,,,,,,,,,,,,,,
108565,1,1,1,2,3,2,2,2,2,2,2,8,7,5,11
108566,1,2,1,1,3,1,2,2,2,2,2,1,1,1,1
108567,1,1,1,1,2,1,1,1,1,1,1,4,2,1,3
108570,,,,,,,,,,,,,,,
108572,1,2,2,2,2,4,1,1,1,1,1,1,1,1,1
108583,1,1,1,1,1,1,2,2,2,2,2,8,7,5,9
108591,1,2,1,2,3,1,6,6,6,6,6,5,1,2,1
108601,1,1,1,1,2,1,4,4,4,4,4,4,1,1,1
108603,1,1,1,2,1,4,7,7,7,7,7,6,11,5,4
108606,1,1,2,1,1,3,2,2,2,2,2,4,1,2,1
108607,1,1,3,2,3,2,1,1,1,1,1,4,2,1,3
108610,1,2,1,2,1,3,4,4,4,4,4,6,3,1,1
108618,,,,,,,,,,,,,,,
108622,1,2,2,2,1,2,2,2,2,2,2,2,4,2,1
108640,,,,,,,,,,,,,,,
108649,,,,,,,,,,,,,,,
108651,1,2,1,1,3,5,4,4,4,4,4,2,1,1,1
108660,1,1,3,2,3,1,2,2,2,2,2,4,2,2,1
108677,,,,,,,,,,,,,,,
108708,1,2,2,2,2,1,1,1,1,1,1,2,5,3,5
108710,1,2,3,1,3,5,2,2,2,2,2,4,1,1,2
108721,1,1,1,1,1,4,2,2,2,2,2,3,1,1,2
108724,,,,,,,,,,,,,,,
108735,1,1,3,2,1,3,5,5,5,5,5,4,5,1,2
108742,1,1,1,1,4,3,1,1,1,1,1,2,4,2,1
108744,,,,,,,,,,,,,,,
108745,1,1,2,1,5,1,2,2,2,2,2,3,6,4,2
108752,,,,,,,,,,,,,,,
108754,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1
108757,1,2,1,1,2,1,1,1,1,1,1,5,12,6,3
108762,1,1,1,1,4,3,4,4,4,4,4,1,3,1,1
108774,1,2,1,3,4,5,1,1,1,1,1,5,1,1,1
108790,1,1,1,1,4,1,2,2,2,2,2,8,2,5,1
108809,,,,,,,,,,,,,,,
108816,1,2,1,1,3,4,1,1,1,1,1,3,1,1,1
108824,1,1,2,2,2,5,6,6,6,6,6,2,1,1,1
108834,1,1,3,4,3,2,1,1,1,1,1,5,4,2,1
108850,1,1,1,1,3,1,1,1,1,1,1,3,3,5,1
108851,1,2,1,1,1,3,1,1,1,1,1,3,1,2,1
108860,1,2,1,2,4,3,3,3,3,3,3,10,10,7,4
108873,1,1,1,2,1,1,3,3,3,3,3,11,5,12,5
108899,1,1,1,1,2,5,3,3,3,3,3,1,1,1,1
108900,1,1,1,1,2,2,1,1,1,1,1,3,2,2,3
108910,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1
108913,1,1,1,2,3,1,2,2,2,2,2,3,1,1,1
108914,1,1,2,2,2,3,2,2,2,2,2,1,3,1,1
108925,1,2,1,1,1,2,7,7,7,7,7,6,1,1,4
108927,1,1,1,2,1,1,2,2,2,2,2,4,6,2,1
108939,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
108942,1,1,1,2,4,1,3,3,3,3,3,1,10,2,11
108945,1,2,1,1,1,5,6,6,6,6,6,1,1,1,4
108950,1,1,2,1,1,5,3,3,3,3,3,7,8,1,1
108962,1,2,2,2,1,3,5,5,5,5,5,6,1,4,1
108971,1,1,3,2,1,5,4,4,4,4,4,1,3,4,9
108976,1,1,1,2,2,4,2,2,2,2,2,5,2,3,3
108988,,,,,,,,,,,,,,,
109013,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1
109022,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1
109027,1,2,3,2,2,2,4,4,4,4,4,1,1,1,1
109029,1,2,1,2,1,5,2,2,2,2,2,11,2,3,2
109038,,,,,,,,,,,,,,,
109041,1,1,3,1,1,1,5,5,5,5,5,2,1,1,1
109046,1,1,3,2,1,5,2,2,2,2,2,3,1,4,2
109061,1,1,1,2,1,3,3,3,3,3,3,3,6,1,3
109063,1,2,1,3,1,3,3,3,3,3,3,4,1,2,4
109064,1,1,1,1,1,2,6,6,6,6,6,2,2,1,1
109075,,,,,,,,,,,,,,,
109080,1,2,1,1,1,3,1,1,1,1,1,2,1,4,4
109090,1,1,1,1,1,2,3,3,3,3,3,1,2,5,1
109103,1,1,1,1,4,3,3,3,3,3,3,5,1,2,1
109106,1,1,2,2,2,2,4,4,4,4,4,5,4,6,3
109118,1,2,1,2,3,4,2,2,2,2,2,1,1,1,1
109121,1,2,3,2,1,3,4,4,4,4,4,4,1,1,2
109122,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1
109123,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2
109128,1,1,3,1,2,1,1,1,1,1,1,5,2,1,3
109131,1,1,3,1,4,2,1,1,1,1,1,5,3,1,1
109135,1,1,2,1,2,1,4,4,4,4,4,4,1,1,1
109141,1,2,1,2,2,1,3,3,3,3,3,2,1,1,1
109146,1,2,1,2,5,3,2,2,2,2,2,3,1,1,2
109153,1,2,1,2,1,5,3,3,3,3,3,6,1,1,1
109155,1,1,1,2,2,1,1,1,1,1,1,8,1,1,1
109175,1,1,1,1,2,3,5,5,5,5,5,4,1,1,1
109181,1,2,3,3,1,2,2,2,2,2,2,1,1,1,1
109208,1,1,2,1,2,1,4,4,4,4,4,6,6,4,7
109210,1,1,1,2,2,4,5,5,5,5,5,4,1,1,2
109218,,,,,,,,,,,,,,,
109231,1,2,2,2,2,1,1,1,1,1,1,3,1,2,1
109235,1,1,1,1,2,5,1,1,1,1,1,2,2,1,1
109253,1,1,1,2,4,2,1,1,1,1,1,6,1,1,1
109255,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
109258,1,1,2,2,4,3,6,6,6,6,6,5,4,2,3
109283,,,,,,,,,,,,,,,
109290,1,1,1,1,1,3,2,2,2,2,2,3,1,1,2
109294,1,1,2,2,1,1,1,1,1,1,1,2,4,2,1
109296,1,2,1,2,2,4,5,5,5,5,5,1,5,5,11
109307,1,2,1,1,1,1,4,4,4,4,4,3,2,3,3
109311,1,1,3,1,4,1,1,1,1,1,1,8,7,1,5
109324,1,1,1,1,2,1,1,1,1,1,1,6,5,2,1
109329,1,1,3,1,2,2,2,2,2,2,2,8,7,5,1
109333,1,1,1,1,1,3,4,4,4,4,4,10,6,4,7
109341,1,2,1,1,1,2,6,6,6,6,6,1,1,2,1
109354,1,2,2,2,2,3,2,2,2,2,2,4,1,2,1
109356,1,2,1,1,2,1,3,3,3,3,3,4,1,4,2
109368,1,2,1,1,2,1,1,1,1,1,1,5,3,3,5
109386,1,1,1,2,3,1,3,3,3,3,3,2,1,6,3
109424,1,1,1,1,1,3,1,1,1,1,1,1,4,2,3
109443,1,1,3,2,2,3,2,2,2,2,2,4,1,1,2
109469,1,1,2,2,2,6,1,1,1,1,1,6,1,4,4
109471,1,1,3,1,1,2,2,2,2,2,2,1,3,4,5
109496,,,,,,,,,,,,,,,
109498,1,1,2,1,3,1,1,1,1,1,1,1,2,2,8
109505,1,2,1,1,2,1,1,1,1,1,1,1,3,8,6
109506,1,2,2,2,1,6,7,7,7,7,7,6,5,1,1
109518,1,1,2,2,1,1,2,2,2,2,2,3,1,1,1
109522,1,1,2,1,2,4,1,1,1,1,1,5,4,2,1
109523,1,1,1,1,1,4,1,1,1,1,1,5,4,2,1
109536,1,1,2,2,1,4,2,2,2,2,2,2,4,2,1
109538,1,1,3,2,1,2,7,7,7,7,7,3,1,1,1
109547,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1
109551,,,,,,,,,,,,,,,
109590,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1
109593,1,1,3,2,2,1,1,1,1,1,1,4,1,1,1
109594,1,1,2,1,2,3,3,3,3,3,3,2,1,1,1
109616,1,1,3,1,1,5,7,7,7,7,7,1,3,4,5
109621,1,2,3,2,1,2,1,1,1,1,1,3,3,2,3
109624,1,1,1,2,1,2,2,2,2,2,2,10,1,1,1
109628,1,2,1,1,1,5,1,1,1,1,1,8,2,3,3
109637,1,2,1,2,1,1,4,4,4,4,4,5,12,2,10
109644,1,1,1,1,3,2,2,2,2,2,2,3,1,1,2
109666,1,1,1,2,1,4,2,2,2,2,2,1,4,2,1
109671,1,2,1,2,1,1,2,2,2,2,2,12,7,14,9
109675,1,1,2,2,2,1,1,1,1,1,1,4,1,2,1
109683,1,2,1,2,1,1,4,4,4,4,4,10,1,1,2
109700,1,2,1,1,4,1,1,1,1,1,1,4,5,5,11
109707,1,1,1,1,1,3,3,3,3,3,3,2,2,2,3
109708,1,2,3,2,2,1,1,1,1,1,1,2,2,3,3
109714,1,2,1,2,1,5,1,1,1,1,1,1,13,8,6
109728,1,1,1,2,2,6,4,4,4,4,4,1,1,1,1
109730,,,,,,,,,,,,,,,
109764,1,1,1,1,3,4,1,1,1,1,1,1,4,2,1
109779,1,2,3,1,2,2,2,2,2,2,2,4,5,5,2
109785,1,2,1,1,1,4,3,3,3,3,3,4,1,5,1
109789,1,1,2,1,1,3,4,4,4,4,4,7,3,4,9
109822,1,1,1,2,2,3,2,2,2,2,2,4,1,2,2
109823,1,1,2,4,1,1,3,3,3,3,3,7,1,1,1
109831,1,1,3,1,1,2,3,3,3,3,3,1,6,1,2
109835,1,1,1,2,2,4,5,5,5,5,5,1,1,1,1
109836,1,2,1,2,1,1,1,1,1,1,1,1,12,8,6
109850,1,1,3,2,1,1,3,3,3,3,3,1,1,1,1
109852,1,1,1,2,1,4,5,5,5,5,5,9,1,1,1
109853,,,,,,,,,,,,,,,
109862,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1
109869,1,1,1,2,1,5,1,1,1,1,1,2,4,2,1
109876,1,2,1,2,3,3,2,2,2,2,2,3,1,1,1
109879,1,2,2,1,1,4,5,5,5,5,5,1,5,1,4
109882,1,2,2,3,1,2,1,1,1,1,1,2,2,3,3
109884,,,,,,,,,,,,,,,
109885,1,1,1,1,1,3,1,1,1,1,1,2,2,3,3
109897,1,2,1,1,1,2,3,3,3,3,3,5,1,2,4
109898,1,2,2,1,1,3,2,2,2,2,2,3,1,1,1
109911,1,2,1,1,4,3,4,4,4,4,4,1,3,1,1
109914,1,2,2,1,1,1,1,1,1,1,1,2,2,2,3
109915,1,2,1,1,2,1,3,3,3,3,3,4,1,1,2
109920,,,,,,,,,,,,,,,
109943,1,2,1,2,2,2,1,1,1,1,1,4,4,2,1
109950,1,2,2,1,3,3,1,1,1,1,1,3,1,1,1
109962,1,2,3,2,2,6,6,6,6,6,6,5,1,1,1
109979,1,2,1,4,4,1,1,1,1,1,1,2,4,2,3
109981,1,2,1,1,2,4,2,2,2,2,2,2,1,1,1
109987,1,1,1,1,3,1,1,1,1,1,1,2,4,2,1
110000,1,1,3,2,2,2,2,2,2,2,2,3,1,1,1
110004,1,1,1,2,1,3,2,2,2,2,2,4,1,4,2
110005,1,1,1,1,3,3,4,4,4,4,4,4,11,5,2
110009,1,1,3,1,1,3,5,5,5,5,5,1,6,4,7
110018,1,1,2,2,1,1,5,5,5,5,5,5,1,1,1
110028,1,1,2,1,2,1,5,5,5,5,5,4,1,1,2
110030,1,2,1,2,2,3,1,1,1,1,1,1,2,1,1
110040,,,,,,,,,,,,,,,
110046,1,1,3,2,1,1,1,1,1,1,1,1,11,3,11
110052,1,1,2,4,2,1,4,4,4,4,4,1,3,4,2
110079,1,2,2,2,1,1,1,1,1,1,1,4,4,2,6
110084,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3
110089,1,1,3,2,1,5,1,1,1,1,1,3,1,1,1
110091,1,1,1,1,1,5,3,3,3,3,3,9,1,1,2
110094,1,2,1,2,3,3,3,3,3,3,3,2,1,1,1
110098,1,1,1,1,4,3,2,2,2,2,2,1,1,1,2
110115,1,1,2,1,1,1,4,4,4,4,4,1,1,1,1
110122,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
110130,1,2,2,1,1,5,1,1,1,1,1,1,1,1,1
110190,1,1,1,2,1,4,2,2,2,2,2,3,2,3,3
110193,1,2,3,2,1,2,1,1,1,1,1,2,4,2,1
110205,1,1,1,1,3,2,1,1,1,1,1,6,2,3,3
110207,1,1,1,2,3,1,3,3,3,3,3,2,1,1,1
110212,1,2,1,2,2,2,5,5,5,5,5,1,7,5,1
110228,1,1,1,4,3,1,6,6,6,6,6,5,2,1,3
110229,1,2,2,1,3,2,5,5,5,5,5,3,1,1,1
110244,1,1,1,2,1,1,7,7,7,7,7,7,1,6,3
110245,1,2,1,1,1,3,2,2,2,2,2,3,1,1,1
110253,1,2,1,1,3,1,3,3,3,3,3,5,1,2,1
110257,1,2,1,2,1,2,3,3,3,3,3,3,1,1,1
110268,1,2,1,2,2,1,1,1,1,1,1,4,1,1,1
110281,1,2,1,1,2,5,2,2,2,2,2,3,1,1,1
110285,1,2,1,1,2,1,2,2,2,2,2,6,5,5,4
110295,1,2,1,1,2,4,2,2,2,2,2,3,2,3,3
110300,1,1,1,2,1,2,2,2,2,2,2,4,1,1,1
110301,1,1,1,1,1,2,2,2,2,2,2,4,1,1,1
110308,1,1,1,1,4,1,1,1,1,1,1,5,11,6,3
110311,1,2,1,2,1,5,5,5,5,5,5,3,1,1,4
110336,1,1,2,1,1,2,4,4,4,4,4,10,6,4,7
110349,1,2,1,1,3,3,1,1,1,1,1,5,1,1,1
110355,1,2,1,1,3,4,1,1,1,1,1,6,1,1,1
110360,1,2,3,3,3,1,1,1,1,1,1,3,2,3,3
110370,1,2,1,1,2,2,3,3,3,3,3,9,1,4,6
110373,,,,,,,,,,,,,,,
110374,1,1,2,2,1,1,4,4,4,4,4,10,1,4,2
110375,1,1,2,2,1,4,3,3,3,3,3,3,1,1,1
110376,1,1,1,2,1,1,2,2,2,2,2,6,5,1,2
110380,1,2,2,2,2,2,1,1,1,1,1,5,2,3,3
110383,,,,,,,,,,,,,,,
110399,1,2,1,1,2,2,5,5,5,5,5,2,1,2,1
110401,1,1,1,1,1,5,1,1,1,1,1,2,3,4,7
110411,1,2,1,1,3,2,1,1,1,1,1,3,1,1,2
110417,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1
110435,1,2,1,1,2,3,4,4,4,4,4,1,3,4,2
110439,1,2,2,2,1,1,3,3,3,3,3,5,8,8,6
110442,1,1,2,2,1,2,6,6,6,6,6,6,1,1,1
110443,1,1,3,2,1,1,1,1,1,1,1,4,4,10,2
110445,,,,,,,,,,,,,,,
110456,1,1,1,2,4,1,1,1,1,1,1,1,4,2,3
110461,1,2,2,2,1,5,3,3,3,3,3,2,2,3,5
110462,1,1,2,1,1,6,1,1,1,1,1,6,10,4,2
110468,,,,,,,,,,,,,,,
110475,1,1,2,1,1,2,7,7,7,7,7,6,5,1,4
110481,1,1,1,2,1,1,1,1,1,1,1,2,8,6,3
110490,1,1,1,1,2,3,3,3,3,3,3,7,2,1,1
110501,1,2,1,1,1,2,2,2,2,2,2,3,1,1,1
110504,1,1,1,2,2,1,6,6,6,6,6,8,1,1,1
110526,1,2,1,1,1,5,4,4,4,4,4,1,1,1,1
110529,1,2,1,2,1,3,4,4,4,4,4,7,3,4,7
110532,1,1,3,1,1,1,1,1,1,1,1,1,2,1,3
110544,1,1,1,2,2,1,3,3,3,3,3,1,2,5,1
110547,1,1,2,1,1,1,3,3,3,3,3,5,3,7,8
110550,1,1,1,1,3,5,4,4,4,4,4,1,1,1,1
110575,1,1,1,2,1,2,2,2,2,2,2,4,1,1,1
110579,1,2,2,4,3,2,2,2,2,2,2,1,1,1,2
110589,,,,,,,,,,,,,,,
110604,1,1,2,1,2,1,2,2,2,2,2,3,1,1,1
110611,,,,,,,,,,,,,,,
110618,,,,,,,,,,,,,,,
110625,1,2,1,2,1,4,2,2,2,2,2,2,2,3,3
110635,1,2,3,2,1,1,3,3,3,3,3,7,1,1,1
110640,1,1,3,1,4,1,1,1,1,1,1,5,2,1,1
110653,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1
110658,1,1,1,2,1,6,1,1,1,1,1,1,3,1,3
110662,1,2,2,2,1,6,3,3,3,3,3,11,2,3,11
110666,1,2,1,2,2,3,2,2,2,2,2,11,9,2,4
110673,1,1,3,1,2,2,1,1,1,1,1,2,1,1,1
110675,1,1,1,1,2,3,2,2,2,2,2,4,1,1,2
110680,1,2,1,1,3,1,1,1,1,1,1,1,4,2,1
110707,1,1,1,1,2,2,1,1,1,1,1,9,8,1,1
110710,1,2,1,1,1,1,2,2,2,2,2,3,1,1,1
110720,1,1,1,1,1,6,1,1,1,1,1,4,3,6,2
110724,1,1,1,3,2,5,2,2,2,2,2,4,1,1,1
110729,1,1,1,1,4,2,2,2,2,2,2,3,1,1,1
110740,1,2,1,2,3,3,1,1,1,1,1,1,1,2,1
110741,1,2,1,2,1,2,1,1,1,1,1,2,4,2,1
110758,,,,,,,,,,,,,,,
110772,1,1,1,2,2,1,2,2,2,2,2,6,1,3,4
110775,1,2,1,1,3,2,2,2,2,2,2,2,1,1,1
110780,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
110793,1,2,1,1,1,2,2,2,2,2,2,6,1,1,1
110796,,,,,,,,,,,,,,,
110819,1,1,1,2,2,3,4,4,4,4,4,1,5,1,2
110827,,,,,,,,,,,,,,,
110836,1,1,2,2,4,3,1,1,1,1,1,2,1,1,1
110846,1,1,1,2,3,5,3,3,3,3,3,3,1,1,1
110854,,,,,,,,,,,,,,,
110864,1,2,2,1,1,1,1,1,1,1,1,2,3,1,1
110868,1,1,2,2,2,5,4,4,4,4,4,1,3,1,1
110870,1,1,1,2,3,4,1,1,1,1,1,3,1,2,10
110883,1,1,3,2,2,2,1,1,1,1,1,3,2,1,1
110884,,,,,,,,,,,,,,,
110894,1,2,3,2,3,1,1,1,1,1,1,2,1,1,1
110900,1,1,1,1,4,2,4,4,4,4,4,1,6,4,9
110916,1,1,2,1,1,3,1,1,1,1,1,6,6,4,4
110919,,,,,,,,,,,,,,,
110924,1,2,2,1,1,1,2,2,2,2,2,7,1,1,1
110931,1,1,1,1,4,2,2,2,2,2,2,3,2,3,3
110954,1,2,1,2,1,1,2,2,2,2,2,4,1,1,1
110968,1,1,1,2,3,1,1,1,1,1,1,4,1,1,1
110969,1,1,2,2,1,1,3,3,3,3,3,1,1,1,1
110989,,,,,,,,,,,,,,,
110990,1,1,1,1,1,3,3,3,3,3,3,1,6,4,7
110997,1,2,2,2,4,1,1,1,1,1,1,1,2,1,1
111013,1,1,1,1,1,3,1,1,1,1,1,3,8,1,6
111023,1,1,2,2,1,4,5,5,5,5,5,2,9,3,4
111037,1,1,2,2,4,1,2,2,2,2,2,1,3,4,4
